SupplierID,Company Name,Contact,Company Location,Category,Rating
SPL-00294,Classic Comfort Interiors LLC,Robert Garcia,Kulai,Office Furniture,2.6
SPL-00295,Luxury Living Spaces Sdn Bhd,Sarah Garcia,Muar,Tables,3.2
SPL-00296,Wood Master Creations Co.,Maria Jones,Kuala Lumpur,Benches,3.7
SPL-00297,Comfort Craft Furniture Co.,Michael Williams,Muar,Beds,3.1
SPL-00298,Luxury Living Spaces Sdn Bhd,Emma Alice,Johor Baharu,Outdoor Furniture,4.3
SPL-00299,Modern Home Furnishings LLC,John Johnson,Kuala Lumpur,Benches,4.4
SPL-00300,Bedroom Bliss Creations Sdn Bhd,Emma Brown,Batu Pahat,Desks,4.9
SPL-00301,Glass Comfort Craft Furniture Inc.,Jane Lee,Kuala Lumpur,Recliners,4.0
SPL-00302,Plastic Modern Home Furnishings Ltd.,Sarah Jones,Muar,Office Furniture,3.8
SPL-00303,Luxury Living Spaces Corp.,Emma Lee,Johor Baharu,Benches,5.0
SPL-00304,Leather Contemporary Style Co. Corp.,Sarah Garcia,Johor Baharu,Dining Sets,4.7
SPL-00305,Bedroom Bliss Creations Inc.,Michael Jones,Kuala Lumpur,Beds,3.3
SPL-00306,Fabric Artisan Woodworks Co.,Sarah Jones,Muar,Recliners,4.1
SPL-00307,Contemporary Style Co. Ltd.,Sarah Williams,Kuala Lumpur,Recliners,3.9
SPL-00308,Wood Wood Master Creations Co.,John Johnson,Johor Baharu,Benches,2.5
SPL-00309,Wood Master Creations Sdn Bhd,Robert Smith,Kuala Lumpur,Outdoor Furniture,3.6
SPL-00310,Comfort Craft Furniture Co.,Emma Lee,Johor Baharu,Chairs,3.8
SPL-00311,Artisan Woodworks LLC,Jeff Jones,Johor Baharu,Outdoor Furniture,4.5
SPL-00312,Metal Table Masters Inc. Ltd.,Jane Johnson,Kulai,Tables,3.1
SPL-00313,Premium Seating Solutions Co.,Sarah Jones,Muar,Sofas,3.4
SPL-00314,Artisan Woodworks Ltd.,Maria Jones,Johor Baharu,Bar Stools,5.0
SPL-00315,Table Masters Inc. LLC,Michael Garcia,Kulai,Office Furniture,2.6
SPL-00316,Comfort Craft Furniture Sdn Bhd,Emma Garcia,Batu Pahat,Dining Sets,4.9
SPL-00317,Metal Elegant Living Designs Co.,Maria Lee,Batu Pahat,Chairs,4.8
SPL-00318,Plastic Table Masters Inc. Corp.,John Williams,Batu Pahat,Chairs,4.9
SPL-00319,Glass Premium Seating Solutions Inc.,Michael Johnson,Batu Pahat,Tables,3.9
SPL-00320,Premium Seating Solutions Ltd.,Sarah Garcia,Kuala Lumpur,Benches,5.0
SPL-00321,Bedroom Bliss Creations LLC,Sarah Smith,Johor Baharu,Shelving,3.1
SPL-00322,Elegant Living Designs Corp.,Michael Alice,Johor Baharu,Bar Stools,3.2
SPL-00323,Contemporary Style Co. Ltd.,Michael Garcia,Kuala Lumpur,Bar Stools,4.0
SPL-00324,Leather Artisan Woodworks LLC,Maria Johnson,Johor Baharu,Desks,2.9
SPL-00325,Bedroom Bliss Creations Sdn Bhd,Michael Alice,Batu Pahat,Sofas,2.7
SPL-00326,Classic Comfort Interiors Ltd.,Jeff Johnson,Kuala Lumpur,Sofas,3.0
SPL-00327,Contemporary Style Co. Co.,Michael Johnson,Johor Baharu,Sofas,3.4
SPL-00328,Elegant Living Designs Co.,Sarah Garcia,Johor Baharu,Desks,3.5
SPL-00329,Plastic Office Pro Furnishings LLC,Maria Williams,Muar,Tables,2.8
SPL-00330,Classic Comfort Interiors Corp.,Jane Williams,Muar,Desks,3.6
SPL-00331,Contemporary Style Co. LLC,Maria Lee,Kulai,Dining Sets,3.0
SPL-00332,Elegant Living Designs Inc.,Michael Alice,Kulai,Shelving,4.5
SPL-00333,Luxury Living Spaces Ltd.,Robert Jones,Batu Pahat,Dining Sets,4.9
SPL-00334,Modern Home Furnishings Ltd.,Michael Alice,Batu Pahat,Recliners,4.2
SPL-00335,Leather Contemporary Style Co. Co.,Michael Jones,Muar,Cabinets,2.8
SPL-00336,Premium Seating Solutions Inc.,Robert Smith,Muar,Recliners,3.0
SPL-00337,Wood Office Pro Furnishings Corp.,Michael Lee,Kuala Lumpur,Bar Stools,3.3
SPL-00338,Classic Comfort Interiors Sdn Bhd,Michael Garcia,Johor Baharu,Office Furniture,5.0
SPL-00339,Contemporary Style Co. Co.,Michael Smith,Batu Pahat,Recliners,4.7
SPL-00340,Heritage Furniture Makers Co.,Jane Johnson,Kuala Lumpur,Bar Stools,4.2
SPL-00341,Wood Master Creations Sdn Bhd,Michael Alice,Muar,Sofas,2.5
SPL-00342,Classic Comfort Interiors Inc.,Maria Lee,Batu Pahat,Shelving,3.7
SPL-00343,Table Masters Inc. Co.,Robert Alice,Johor Baharu,Office Furniture,2.8
SPL-00344,Artisan Woodworks LLC,Robert Alice,Batu Pahat,Cabinets,3.6
SPL-00345,Modern Home Furnishings Co.,Emma Johnson,Muar,Recliners,4.2
SPL-00346,Luxury Living Spaces LLC,Jane Smith,Batu Pahat,Bar Stools,2.8
SPL-00347,Glass Office Pro Furnishings Inc.,Maria Williams,Kulai,Tables,3.3
SPL-00348,Artisan Woodworks Ltd.,Michael Williams,Kuala Lumpur,Bar Stools,4.1
SPL-00349,Metal Artisan Woodworks LLC,Emma Garcia,Muar,Chairs,4.3
SPL-00350,Rattan Modern Home Furnishings Corp.,Jane Johnson,Kulai,Tables,3.4
SPL-00351,Modern Home Furnishings Ltd.,Emma Alice,Kulai,Shelving,4.0
SPL-00352,Premium Seating Solutions LLC,Emma Williams,Batu Pahat,Wardrobes,4.0
SPL-00353,Elegant Living Designs Sdn Bhd,Jane Brown,Batu Pahat,Sofas,3.0
SPL-00354,Bedroom Bliss Creations Inc.,Michael Williams,Kulai,Shelving,3.6
SPL-00355,Contemporary Style Co. Sdn Bhd,Robert Williams,Muar,Desks,2.9
SPL-00356,Luxury Living Spaces Ltd.,Sarah Smith,Muar,Tables,3.0
SPL-00357,Artisan Woodworks Co.,Emma Garcia,Muar,Shelving,4.3
SPL-00358,Contemporary Style Co. Ltd.,John Brown,Batu Pahat,Chairs,3.2
SPL-00359,Heritage Furniture Makers Corp.,Emma Lee,Kulai,Outdoor Furniture,2.8
SPL-00360,Rattan Elegant Living Designs Corp.,Sarah Smith,Muar,Outdoor Furniture,3.0
SPL-00361,Glass Artisan Woodworks LLC,Maria Jones,Johor Baharu,Office Furniture,3.2
SPL-00362,Outdoor Living Designs LLC,Jane Brown,Kuala Lumpur,Benches,4.3
SPL-00363,Plastic Bedroom Bliss Creations Corp.,Michael Williams,Kulai,Tables,4.5
SPL-00364,Plastic Outdoor Living Designs Inc.,Sarah Jones,Kulai,Outdoor Furniture,2.9
SPL-00365,Bedroom Bliss Creations Corp.,Jeff Johnson,Kuala Lumpur,Benches,4.5
SPL-00366,Rattan Space Savers Furniture LLC,Robert Williams,Kuala Lumpur,Tables,4.3
SPL-00367,Glass Outdoor Living Designs Inc.,Michael Lee,Kuala Lumpur,Dining Sets,4.1
SPL-00368,Table Masters Inc. Ltd.,Jane Johnson,Muar,Outdoor Furniture,4.4
SPL-00369,Bedroom Bliss Creations Corp.,Emma Alice,Kulai,Chairs,4.7
SPL-00370,Outdoor Living Designs Sdn Bhd,Emma Alice,Johor Baharu,Benches,3.8
SPL-00371,Fabric Modern Home Furnishings Ltd.,Jeff Alice,Batu Pahat,Cabinets,3.9
SPL-00372,Rattan Wood Master Creations Co.,Sarah Smith,Johor Baharu,Sofas,4.1
SPL-00373,Outdoor Living Designs Ltd.,Robert Lee,Muar,Chairs,5.0
SPL-00374,Metal Artisan Woodworks Inc.,Jeff Williams,Batu Pahat,Sofas,4.1
SPL-00375,Classic Comfort Interiors LLC,Robert Smith,Muar,Bar Stools,3.3
SPL-00376,Bedroom Bliss Creations Inc.,Jane Johnson,Johor Baharu,Beds,3.7
SPL-00377,Wood Master Creations Co.,Emma Smith,Johor Baharu,Recliners,3.4
SPL-00378,Elegant Living Designs Ltd.,Emma Johnson,Kuala Lumpur,Shelving,2.7
SPL-00379,Office Pro Furnishings LLC,Sarah Jones,Kuala Lumpur,Shelving,4.4
SPL-00380,Office Pro Furnishings Inc.,Robert Johnson,Kulai,Dining Sets,2.5
SPL-00381,Table Masters Inc. Inc.,Maria Williams,Muar,Dining Sets,4.2
SPL-00382,Outdoor Living Designs Inc.,Jane Williams,Johor Baharu,Dining Sets,4.3
SPL-00383,Luxury Living Spaces Ltd.,Robert Brown,Batu Pahat,Bar Stools,2.7
SPL-00384,Heritage Furniture Makers Co.,Jeff Smith,Batu Pahat,Beds,3.8
SPL-00385,Leather Heritage Furniture Makers Inc.,John Brown,Muar,Shelving,2.8
SPL-00386,Contemporary Style Co. Sdn Bhd,John Alice,Batu Pahat,Tables,3.5
SPL-00387,Outdoor Living Designs Co.,Robert Lee,Johor Baharu,Chairs,4.0
SPL-00388,Comfort Craft Furniture Corp.,John Garcia,Kulai,Desks,4.1
SPL-00389,Heritage Furniture Makers Ltd.,Michael Johnson,Kulai,Outdoor Furniture,4.0
SPL-00390,Classic Comfort Interiors LLC,Maria Williams,Kulai,Cabinets,3.5
SPL-00391,Table Masters Inc. Sdn Bhd,Jane Jones,Muar,Recliners,4.9
SPL-00392,Modern Home Furnishings LLC,Michael Johnson,Muar,Dining Sets,4.0
SPL-00393,Glass Classic Comfort Interiors Sdn Bhd,Robert Johnson,Johor Baharu,Recliners,2.8
SPL-00394,Comfort Craft Furniture Inc.,Sarah Jones,Kuala Lumpur,Cabinets,2.8
SPL-00395,Wood Office Pro Furnishings Corp.,John Alice,Muar,Desks,3.8
SPL-00396,Glass Classic Comfort Interiors Sdn Bhd,Jane Lee,Muar,Outdoor Furniture,3.4
SPL-00397,Contemporary Style Co. Co.,Robert Jones,Johor Baharu,Wardrobes,3.9
SPL-00398,Bedroom Bliss Creations LLC,John Smith,Johor Baharu,Beds,2.6
SPL-00399,Metal Luxury Living Spaces Ltd.,John Garcia,Kuala Lumpur,Cabinets,3.1
SPL-00400,Space Savers Furniture Sdn Bhd,Jane Alice,Johor Baharu,Outdoor Furniture,4.2
SPL-00401,Comfort Craft Furniture Inc.,John Garcia,Johor Baharu,Wardrobes,3.7
SPL-00402,Classic Comfort Interiors Corp.,Emma Smith,Batu Pahat,Beds,3.2
SPL-00403,Metal Office Pro Furnishings Corp.,Emma Alice,Kulai,Office Furniture,5.0
SPL-00404,Plastic Office Pro Furnishings Inc.,Maria Williams,Johor Baharu,Wardrobes,3.5
SPL-00405,Modern Home Furnishings Co.,John Alice,Johor Baharu,Benches,4.1
SPL-00406,Wood Outdoor Living Designs Sdn Bhd,Maria Brown,Muar,Office Furniture,4.9
SPL-00407,Wood Master Creations Sdn Bhd,John Brown,Kulai,Shelving,4.3
SPL-00408,Wood Luxury Living Spaces Ltd.,Jane Williams,Muar,Sofas,4.0
SPL-00409,Comfort Craft Furniture Ltd.,Robert Brown,Batu Pahat,Desks,4.6
SPL-00410,Glass Space Savers Furniture Ltd.,Sarah Alice,Muar,Desks,3.1
SPL-00411,Plastic Modern Home Furnishings Inc.,Jane Williams,Johor Baharu,Tables,3.6
SPL-00412,Luxury Living Spaces Ltd.,Sarah Brown,Muar,Desks,3.7
SPL-00413,Outdoor Living Designs LLC,Jeff Smith,Kuala Lumpur,Bookcases,4.6
SPL-00414,Leather Wood Master Creations LLC,Michael Smith,Batu Pahat,Desks,4.6
SPL-00415,Rattan Wood Master Creations LLC,Emma Brown,Johor Baharu,Office Furniture,2.8
SPL-00416,Office Pro Furnishings Inc.,John Brown,Kuala Lumpur,Beds,4.6
SPL-00417,Luxury Living Spaces Sdn Bhd,Jane Jones,Johor Baharu,Chairs,5.0
SPL-00418,Modern Home Furnishings Sdn Bhd,Robert Johnson,Batu Pahat,Sofas,2.6
SPL-00419,Contemporary Style Co. LLC,Michael Garcia,Muar,Chairs,3.5
SPL-00420,Artisan Woodworks Inc.,Robert Jones,Batu Pahat,Office Furniture,4.7
SPL-00421,Comfort Craft Furniture Co.,Maria Jones,Muar,Shelving,4.7
SPL-00422,Contemporary Style Co. LLC,Michael Williams,Muar,Beds,4.1
SPL-00423,Office Pro Furnishings Co.,John Garcia,Batu Pahat,Office Furniture,3.9
SPL-00424,Plastic Contemporary Style Co. Corp.,Sarah Garcia,Batu Pahat,Tables,2.6
SPL-00425,Premium Seating Solutions Inc.,Jeff Smith,Muar,Outdoor Furniture,3.4
SPL-00426,Wood Premium Seating Solutions Inc.,Maria Brown,Batu Pahat,Outdoor Furniture,4.5
SPL-00427,Space Savers Furniture Sdn Bhd,Maria Garcia,Batu Pahat,Wardrobes,4.6
SPL-00428,Outdoor Living Designs Inc.,Sarah Alice,Kulai,Chairs,4.3
SPL-00429,Luxury Living Spaces Co.,Maria Lee,Kulai,Desks,2.9
SPL-00430,Comfort Craft Furniture LLC,Maria Smith,Kulai,Office Furniture,2.5
SPL-00431,Space Savers Furniture Co.,Robert Alice,Kuala Lumpur,Wardrobes,4.5
SPL-00432,Outdoor Living Designs Corp.,Robert Williams,Johor Baharu,Bookcases,3.8
SPL-00433,Luxury Living Spaces LLC,Michael Johnson,Batu Pahat,Desks,3.3
SPL-00434,Rattan Wood Master Creations Sdn Bhd,Emma Alice,Kuala Lumpur,Recliners,4.9
SPL-00435,Metal Bedroom Bliss Creations Co.,Robert Garcia,Batu Pahat,Recliners,4.2
SPL-00436,Glass Wood Master Creations Inc.,Michael Smith,Kuala Lumpur,Dining Sets,3.3
SPL-00437,Office Pro Furnishings Co.,Jane Lee,Kuala Lumpur,Cabinets,4.4
SPL-00438,Metal Modern Home Furnishings Corp.,Jane Alice,Muar,Chairs,3.2
SPL-00439,Modern Home Furnishings Sdn Bhd,Jeff Johnson,Johor Baharu,Chairs,3.5
SPL-00440,Fabric Bedroom Bliss Creations Ltd.,Emma Garcia,Batu Pahat,Outdoor Furniture,3.4
SPL-00441,Plastic Outdoor Living Designs Ltd.,Maria Williams,Muar,Sofas,4.5
SPL-00442,Comfort Craft Furniture Corp.,Jeff Johnson,Johor Baharu,Cabinets,2.9
SPL-00443,Plastic Artisan Woodworks Inc.,Jane Alice,Kulai,Dining Sets,4.7
SPL-00444,Bedroom Bliss Creations LLC,Robert Garcia,Kuala Lumpur,Chairs,2.8
SPL-00445,Modern Home Furnishings Inc.,Jeff Jones,Batu Pahat,Beds,2.7
SPL-00446,Artisan Woodworks Co.,Emma Williams,Johor Baharu,Cabinets,2.5
SPL-00447,Glass Elegant Living Designs Corp.,Emma Brown,Johor Baharu,Chairs,3.0
SPL-00448,Fabric Table Masters Inc. Corp.,Jane Jones,Muar,Office Furniture,3.7
SPL-00449,Table Masters Inc. Corp.,Michael Williams,Batu Pahat,Wardrobes,3.5
SPL-00450,Wood Master Creations Ltd.,Emma Lee,Batu Pahat,Beds,4.6
SPL-00451,Premium Seating Solutions LLC,Jane Johnson,Batu Pahat,Benches,3.9
SPL-00452,Office Pro Furnishings Co.,John Garcia,Kulai,Shelving,4.9
SPL-00453,Table Masters Inc. Ltd.,Maria Lee,Batu Pahat,Sofas,3.5
SPL-00454,Outdoor Living Designs Sdn Bhd,Robert Johnson,Muar,Tables,4.9
SPL-00455,Metal Wood Master Creations Inc.,John Garcia,Johor Baharu,Bar Stools,3.6
SPL-00456,Outdoor Living Designs Sdn Bhd,Jeff Alice,Johor Baharu,Sofas,3.5
SPL-00457,Artisan Woodworks Co.,Jeff Lee,Johor Baharu,Benches,4.3
SPL-00458,Wood Premium Seating Solutions Co.,Michael Williams,Kuala Lumpur,Dining Sets,4.0
SPL-00459,Plastic Office Pro Furnishings LLC,Jane Jones,Kulai,Wardrobes,3.4
SPL-00460,Artisan Woodworks Corp.,Emma Lee,Johor Baharu,Tables,3.2
SPL-00461,Wood Master Creations Co.,Michael Smith,Muar,Wardrobes,4.7
SPL-00462,Bedroom Bliss Creations Inc.,Emma Jones,Batu Pahat,Chairs,3.3
SPL-00463,Office Pro Furnishings Corp.,Emma Johnson,Kuala Lumpur,Tables,3.3
SPL-00464,Leather Bedroom Bliss Creations Ltd.,Jeff Garcia,Kulai,Bar Stools,2.7
SPL-00465,Fabric Contemporary Style Co. Inc.,Emma Alice,Johor Baharu,Outdoor Furniture,4.5
SPL-00466,Fabric Elegant Living Designs Corp.,Robert Smith,Kuala Lumpur,Beds,4.7
SPL-00467,Modern Home Furnishings LLC,Emma Smith,Batu Pahat,Recliners,3.0
SPL-00468,Luxury Living Spaces Ltd.,Jane Smith,Kuala Lumpur,Cabinets,3.7
SPL-00469,Fabric Contemporary Style Co. Inc.,Sarah Alice,Kuala Lumpur,Bookcases,4.7
SPL-00470,Bedroom Bliss Creations Sdn Bhd,John Garcia,Johor Baharu,Tables,4.6
SPL-00471,Glass Office Pro Furnishings Inc.,Maria Brown,Batu Pahat,Bar Stools,3.5
SPL-00472,Comfort Craft Furniture Sdn Bhd,Robert Williams,Kulai,Benches,2.5
SPL-00473,Leather Classic Comfort Interiors Co.,Jeff Garcia,Muar,Bookcases,3.4
SPL-00474,Classic Comfort Interiors Inc.,Michael Johnson,Johor Baharu,Outdoor Furniture,5.0
SPL-00475,Outdoor Living Designs Corp.,Jeff Jones,Johor Baharu,Office Furniture,2.7
SPL-00476,Classic Comfort Interiors Sdn Bhd,Jeff Jones,Batu Pahat,Beds,2.9
SPL-00477,Rattan Office Pro Furnishings Inc.,Michael Alice,Kuala Lumpur,Recliners,2.6
SPL-00478,Contemporary Style Co. Corp.,Michael Garcia,Muar,Recliners,2.6
SPL-00479,Leather Bedroom Bliss Creations Co.,Maria Lee,Batu Pahat,Outdoor Furniture,3.3
SPL-00480,Metal Wood Master Creations Sdn Bhd,Jeff Johnson,Muar,Tables,4.4
SPL-00481,Metal Bedroom Bliss Creations Co.,Sarah Johnson,Kuala Lumpur,Cabinets,3.1
SPL-00482,Outdoor Living Designs Corp.,Sarah Alice,Batu Pahat,Dining Sets,3.2
SPL-00483,Outdoor Living Designs LLC,Jane Lee,Kuala Lumpur,Outdoor Furniture,2.8
SPL-00484,Table Masters Inc. Ltd.,Michael Smith,Kuala Lumpur,Tables,5.0
SPL-00485,Fabric Luxury Living Spaces Ltd.,Robert Alice,Kuala Lumpur,Benches,2.7
SPL-00486,Leather Luxury Living Spaces Sdn Bhd,John Smith,Muar,Desks,3.0
SPL-00487,Office Pro Furnishings Inc.,Robert Lee,Johor Baharu,Tables,4.0
SPL-00488,Table Masters Inc. Ltd.,Emma Garcia,Johor Baharu,Chairs,3.8
SPL-00489,Leather Bedroom Bliss Creations Corp.,Maria Smith,Johor Baharu,Bar Stools,4.3
SPL-00490,Leather Modern Home Furnishings Sdn Bhd,Robert Johnson,Muar,Outdoor Furniture,4.0
SPL-00491,Leather Wood Master Creations LLC,Jeff Lee,Kulai,Dining Sets,3.8
SPL-00492,Leather Artisan Woodworks Sdn Bhd,Emma Alice,Kuala Lumpur,Tables,4.9
SPL-00493,Space Savers Furniture Ltd.,Maria Williams,Kuala Lumpur,Recliners,2.6
SPL-00494,Heritage Furniture Makers Inc.,John Garcia,Batu Pahat,Benches,3.8
SPL-00495,Glass Comfort Craft Furniture Co.,Jane Smith,Johor Baharu,Recliners,2.8
SPL-00496,Contemporary Style Co. Ltd.,Jeff Lee,Kuala Lumpur,Beds,4.2
SPL-00497,Table Masters Inc. LLC,Jane Jones,Kulai,Dining Sets,4.3
SPL-00498,Artisan Woodworks LLC,Jane Jones,Johor Baharu,Benches,2.8
SPL-00499,Modern Home Furnishings Co.,Jeff Brown,Batu Pahat,Recliners,3.5
SPL-00500,Wood Master Creations LLC,Maria Lee,Batu Pahat,Beds,2.5
SPL-00501,Rattan Table Masters Inc. LLC,Emma Williams,Johor Baharu,Benches,3.8
SPL-00502,Bedroom Bliss Creations Sdn Bhd,Jeff Brown,Muar,Desks,3.2
SPL-00503,Rattan Comfort Craft Furniture LLC,John Jones,Batu Pahat,Benches,4.2
SPL-00504,Artisan Woodworks Sdn Bhd,John Smith,Kuala Lumpur,Bar Stools,4.1
SPL-00505,Plastic Luxury Living Spaces Corp.,Jeff Johnson,Batu Pahat,Bookcases,3.4
SPL-00506,Elegant Living Designs Ltd.,Emma Jones,Muar,Recliners,4.6
SPL-00507,Office Pro Furnishings Ltd.,Robert Johnson,Kuala Lumpur,Recliners,4.3
SPL-00508,Outdoor Living Designs Inc.,Emma Lee,Kuala Lumpur,Dining Sets,3.4
SPL-00509,Luxury Living Spaces Co.,Robert Lee,Muar,Sofas,4.7
SPL-00510,Contemporary Style Co. LLC,Sarah Smith,Kulai,Benches,4.4
SPL-00511,Bedroom Bliss Creations Co.,Sarah Johnson,Muar,Bar Stools,4.3
SPL-00512,Contemporary Style Co. Corp.,Michael Williams,Kulai,Wardrobes,5.0
SPL-00513,Comfort Craft Furniture LLC,Robert Lee,Muar,Bookcases,2.9
SPL-00514,Office Pro Furnishings Ltd.,Sarah Jones,Johor Baharu,Outdoor Furniture,3.1
SPL-00515,Table Masters Inc. Ltd.,Maria Johnson,Muar,Office Furniture,4.5
SPL-00516,Fabric Contemporary Style Co. LLC,Sarah Johnson,Muar,Recliners,4.1
SPL-00517,Elegant Living Designs Ltd.,John Johnson,Kulai,Dining Sets,4.1
SPL-00518,Space Savers Furniture Co.,Emma Alice,Batu Pahat,Bookcases,2.6
SPL-00519,Modern Home Furnishings Ltd.,Emma Alice,Muar,Sofas,2.7
SPL-00520,Table Masters Inc. Inc.,Sarah Jones,Kulai,Outdoor Furniture,3.4
SPL-00521,Fabric Elegant Living Designs LLC,Robert Garcia,Johor Baharu,Desks,4.0
SPL-00522,Fabric Modern Home Furnishings LLC,Maria Lee,Kuala Lumpur,Recliners,3.3
SPL-00523,Office Pro Furnishings Ltd.,Jane Lee,Muar,Bar Stools,4.0
SPL-00524,Wood Heritage Furniture Makers Inc.,John Garcia,Kulai,Office Furniture,4.8
SPL-00525,Office Pro Furnishings Inc.,Robert Williams,Johor Baharu,Shelving,4.1
SPL-00526,Premium Seating Solutions Corp.,Michael Garcia,Kulai,Wardrobes,4.2
SPL-00527,Modern Home Furnishings Corp.,Sarah Jones,Muar,Benches,2.8
SPL-00528,Glass Artisan Woodworks Co.,Jeff Alice,Kulai,Bar Stools,3.0
SPL-00529,Glass Modern Home Furnishings Co.,Sarah Williams,Kuala Lumpur,Outdoor Furniture,3.9
SPL-00530,Rattan Table Masters Inc. Corp.,Sarah Lee,Kulai,Dining Sets,4.9
SPL-00531,Bedroom Bliss Creations Ltd.,Jeff Garcia,Johor Baharu,Outdoor Furniture,2.8
SPL-00532,Artisan Woodworks Inc.,John Brown,Batu Pahat,Benches,4.5
SPL-00533,Classic Comfort Interiors Sdn Bhd,John Jones,Kuala Lumpur,Benches,3.9
SPL-00534,Luxury Living Spaces Ltd.,Maria Garcia,Kuala Lumpur,Outdoor Furniture,4.5
SPL-00535,Office Pro Furnishings Sdn Bhd,John Garcia,Muar,Shelving,4.9
SPL-00536,Wood Table Masters Inc. Corp.,John Jones,Kuala Lumpur,Dining Sets,4.7
SPL-00537,Glass Outdoor Living Designs Ltd.,Sarah Brown,Kuala Lumpur,Desks,3.6
SPL-00538,Table Masters Inc. LLC,Robert Johnson,Muar,Chairs,3.6
SPL-00539,Heritage Furniture Makers Corp.,Jeff Smith,Batu Pahat,Office Furniture,4.3
SPL-00540,Wood Master Creations LLC,Sarah Smith,Kulai,Bookcases,4.2
SPL-00541,Contemporary Style Co. Co.,Jane Alice,Kulai,Beds,4.9
SPL-00542,Metal Heritage Furniture Makers LLC,Michael Garcia,Johor Baharu,Cabinets,3.1
SPL-00543,Modern Home Furnishings Sdn Bhd,Sarah Jones,Kuala Lumpur,Benches,4.0
SPL-00544,Glass Contemporary Style Co. Co.,John Johnson,Batu Pahat,Office Furniture,3.1
SPL-00545,Metal Table Masters Inc. Co.,John Alice,Muar,Wardrobes,4.5
SPL-00546,Elegant Living Designs Ltd.,Jeff Smith,Kulai,Bookcases,4.4
SPL-00547,Heritage Furniture Makers Co.,John Jones,Kuala Lumpur,Cabinets,3.8
SPL-00548,Rattan Elegant Living Designs Inc.,John Johnson,Kuala Lumpur,Bar Stools,4.1
SPL-00549,Modern Home Furnishings Sdn Bhd,Jane Brown,Kulai,Bookcases,4.3
SPL-00550,Bedroom Bliss Creations Ltd.,Jane Williams,Johor Baharu,Office Furniture,4.3
SPL-00551,Comfort Craft Furniture LLC,Robert Jones,Kulai,Sofas,3.9
SPL-00552,Modern Home Furnishings Corp.,Emma Garcia,Muar,Cabinets,2.5
SPL-00553,Table Masters Inc. LLC,Jane Smith,Johor Baharu,Cabinets,4.8
SPL-00554,Leather Elegant Living Designs Corp.,Jane Jones,Muar,Shelving,3.5
SPL-00555,Table Masters Inc. LLC,Maria Williams,Muar,Benches,4.5
SPL-00556,Metal Heritage Furniture Makers Corp.,Jeff Alice,Johor Baharu,Outdoor Furniture,4.7
SPL-00557,Wood Master Creations LLC,Michael Johnson,Batu Pahat,Beds,4.4
SPL-00558,Space Savers Furniture Sdn Bhd,Michael Williams,Kuala Lumpur,Tables,3.1
SPL-00559,Outdoor Living Designs Corp.,Robert Smith,Kulai,Office Furniture,4.1
SPL-00560,Elegant Living Designs Corp.,Jeff Johnson,Kuala Lumpur,Recliners,4.0
SPL-00561,Luxury Living Spaces Corp.,Maria Johnson,Batu Pahat,Dining Sets,2.7
SPL-00562,Modern Home Furnishings Corp.,Sarah Jones,Kulai,Tables,3.9
SPL-00563,Metal Luxury Living Spaces Corp.,John Alice,Kuala Lumpur,Benches,3.1
SPL-00564,Bedroom Bliss Creations Sdn Bhd,Sarah Williams,Batu Pahat,Wardrobes,3.7
SPL-00565,Fabric Contemporary Style Co. Corp.,Jane Williams,Kulai,Sofas,4.6
SPL-00566,Metal Outdoor Living Designs Inc.,Jeff Johnson,Johor Baharu,Wardrobes,2.5
SPL-00567,Heritage Furniture Makers Sdn Bhd,Michael Brown,Johor Baharu,Outdoor Furniture,3.2
SPL-00568,Space Savers Furniture Co.,Robert Alice,Muar,Beds,4.7
SPL-00569,Metal Premium Seating Solutions Sdn Bhd,Emma Johnson,Muar,Cabinets,3.8
SPL-00570,Rattan Table Masters Inc. Inc.,Robert Williams,Muar,Tables,2.9
SPL-00571,Metal Premium Seating Solutions Sdn Bhd,Emma Alice,Johor Baharu,Beds,4.4
SPL-00572,Modern Home Furnishings LLC,Maria Smith,Kuala Lumpur,Outdoor Furniture,4.8
SPL-00573,Luxury Living Spaces Ltd.,Emma Smith,Johor Baharu,Bar Stools,3.3
SPL-00574,Bedroom Bliss Creations Co.,Jeff Jones,Kulai,Outdoor Furniture,3.9
SPL-00575,Artisan Woodworks Sdn Bhd,Jane Jones,Muar,Wardrobes,3.1
SPL-00576,Leather Artisan Woodworks Corp.,Emma Lee,Kulai,Chairs,3.8
SPL-00577,Wood Master Creations Ltd.,Jane Jones,Kuala Lumpur,Tables,3.0
SPL-00578,Wood Luxury Living Spaces Co.,Maria Garcia,Batu Pahat,Recliners,2.8
SPL-00579,Table Masters Inc. Ltd.,Robert Garcia,Johor Baharu,Beds,2.6
SPL-00580,Premium Seating Solutions Co.,John Williams,Johor Baharu,Tables,3.1
