SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
CNS-C-OAK-0001,Compact Composite Console,Console,Composite,Oak,D5-R2,410,Nova Supplies,20/07/2025,"Compact Composite Console - Composite Oak design, sourced from Nova Supplies."
WRD-M-NAT-0001,Deluxe Metal Wardrobe,Wardrobe,Metal,Natural,A5-R2,321,FurniWorld,23/12/2024,"Deluxe Metal Wardrobe - Metal Natural design, sourced from FurniWorld."
WRD-L-OAK-0001,Cozy Leather Wardrobe,Wardrobe,Leather,Oak,A2-R1,296,Nova Supplies,03/09/2025,"Cozy Leather Wardrobe - Leather Oak design, sourced from Nova Supplies."
TAB-R-BRN-0001,Stylish Rattan Table,Table,Rattan,Brown,B1-R3,102,Urban Living,06/02/2025,"Stylish Rattan Table - Rattan Brown design, sourced from Urban Living."
DSK-R-WHT-0001,Deluxe Rattan Desk,Desk,Rattan,White,D1-R2,495,Global Furnish,20/05/2025,"Deluxe Rattan Desk - Rattan White design, sourced from Global Furnish."
TAB-C-BLK-0002,Elegant Composite Table,Table,Composite,Black,B3-R1,440,EverWood,28/01/2025,"Elegant Composite Table - Composite Black design, sourced from EverWood."
DSK-W-BLU-0001,Classic Wood Desk,Desk,Wood,Blue,B4-R2,274,FurniWorld,22/03/2025,"Classic Wood Desk - Wood Blue design, sourced from FurniWorld."
DSK-R-NAT-0001,Stylish Rattan Desk,Desk,Rattan,Natural,C2-R4,55,Classic Interiors,13/03/2025,"Stylish Rattan Desk - Rattan Natural design, sourced from Classic Interiors."
SOF-G-NAT-0001,Compact Natural Glass Sofa,Sofa,Glass,Natural,A3-R1,325,ComfortLine,16/11/2024,"Compact Natural Glass Sofa - Glass Natural design, sourced from ComfortLine."
CAB-P-BLK-0001,Elegant Plastic Cabinet,Cabinet,Plastic,Black,A2-R2,484,Homedecor Co.,07/06/2025,"Elegant Plastic Cabinet - Plastic Black design, sourced from Homedecor Co.."
DRS-W-BLK-0001,Compact Wood Dresser,Dresser,Wood,Black,D3-R1,69,EverWood,22/03/2025,"Compact Wood Dresser - Wood Black design, sourced from EverWood."
DSK-P-NAT-0001,Elegant Plastic Desk,Desk,Plastic,Natural,C4-R2,335,FurniWorld,04/03/2025,"Elegant Plastic Desk - Plastic Natural design, sourced from FurniWorld."
BNH-P-OAK-0002,Classic Oak Plastic Bench,Bench,Plastic,Oak,C2-R4,111,ComfortLine,27/03/2025,"Classic Oak Plastic Bench - Plastic Oak design, sourced from ComfortLine."
BED-G-BLK-0002,Premium Black Glass Bed,Bed,Glass,Black,D3-R2,461,Nova Supplies,09/10/2025,"Premium Black Glass Bed - Glass Black design, sourced from Nova Supplies."
BSF-R-GRY-0001,Modern Rattan Bookshelf,Bookshelf,Rattan,Grey,C5-R3,46,Classic Interiors,16/12/2024,"Modern Rattan Bookshelf - Rattan Grey design, sourced from Classic Interiors."
WRD-L-RED-0001,Premium Leather Wardrobe,Wardrobe,Leather,Red,B3-R4,64,Classic Interiors,05/10/2025,"Premium Leather Wardrobe - Leather Red design, sourced from Classic Interiors."
STL-M-NAT-0001,Compact Natural Metal Stool,Stool,Metal,Natural,B3-R2,168,Urban Living,08/01/2025,"Compact Natural Metal Stool - Metal Natural design, sourced from Urban Living."
SOF-R-WHT-0001,Elegant White Rattan Sofa,Sofa,Rattan,White,D3-R2,128,Urban Living,14/09/2025,"Elegant White Rattan Sofa - Rattan White design, sourced from Urban Living."
WRD-L-WHT-0001,Classic Leather Wardrobe,Wardrobe,Leather,White,C2-R2,404,Classic Interiors,12/01/2025,"Classic Leather Wardrobe - Leather White design, sourced from Classic Interiors."
DSK-L-WHT-0001,Deluxe Leather Desk,Desk,Leather,White,A2-R3,64,EverWood,13/02/2025,"Deluxe Leather Desk - Leather White design, sourced from EverWood."
TAB-W-GRN-0001,Cozy Wood Table,Table,Wood,Green,C2-R3,262,FurniWorld,23/03/2025,"Cozy Wood Table - Wood Green design, sourced from FurniWorld."
STL-M-NAT-0002,Classic Natural Metal Stool,Stool,Metal,Natural,D2-R3,154,ComfortLine,15/12/2024,"Classic Natural Metal Stool - Metal Natural design, sourced from ComfortLine."
SOF-L-GRN-0001,Stylish Green Leather Sofa,Sofa,Leather,Green,C4-R3,351,FurniWorld,03/03/2025,"Stylish Green Leather Sofa - Leather Green design, sourced from FurniWorld."
CNS-C-BLK-0002,Modern Composite Console,Console,Composite,Black,C1-R2,311,Urban Living,07/10/2025,"Modern Composite Console - Composite Black design, sourced from Urban Living."
CHR-R-NAT-0001,Vintage Natural Rattan Chair,Chair,Rattan,Natural,D3-R3,364,Nova Supplies,28/04/2025,"Vintage Natural Rattan Chair - Rattan Natural design, sourced from Nova Supplies."
BNH-R-GRN-0001,Minimal Green Rattan Bench,Bench,Rattan,Green,D5-R2,220,FurniWorld,15/11/2024,"Minimal Green Rattan Bench - Rattan Green design, sourced from FurniWorld."
TAB-M-BLU-0001,Cozy Metal Table,Table,Metal,Blue,B3-R2,211,Nova Supplies,22/03/2025,"Cozy Metal Table - Metal Blue design, sourced from Nova Supplies."
BSF-P-BLK-0001,Premium Plastic Bookshelf,Bookshelf,Plastic,Black,C4-R3,160,Global Furnish,02/05/2025,"Premium Plastic Bookshelf - Plastic Black design, sourced from Global Furnish."
CHR-C-BLK-0002,Modern Black Composite Chair,Chair,Composite,Black,A3-R3,47,EverWood,21/09/2025,"Modern Black Composite Chair - Composite Black design, sourced from EverWood."
CNS-G-WHT-0001,Minimal Glass Console,Console,Glass,White,A2-R4,300,Nova Supplies,01/12/2024,"Minimal Glass Console - Glass White design, sourced from Nova Supplies."
TAB-P-BRN-0002,Stylish Plastic Table,Table,Plastic,Brown,A2-R3,495,Global Furnish,06/01/2025,"Stylish Plastic Table - Plastic Brown design, sourced from Global Furnish."
CAB-G-BLK-0001,Vintage Glass Cabinet,Cabinet,Glass,Black,D2-R1,108,Urban Living,08/12/2024,"Vintage Glass Cabinet - Glass Black design, sourced from Urban Living."
DRS-M-BLK-0002,Premium Metal Dresser,Dresser,Metal,Black,D3-R4,188,FurniWorld,20/06/2025,"Premium Metal Dresser - Metal Black design, sourced from FurniWorld."
BNH-M-BLU-0001,Minimal Blue Metal Bench,Bench,Metal,Blue,D5-R4,314,Homedecor Co.,02/01/2025,"Minimal Blue Metal Bench - Metal Blue design, sourced from Homedecor Co.."
WRD-R-RED-0001,Elegant Rattan Wardrobe,Wardrobe,Rattan,Red,B4-R3,359,Global Furnish,20/05/2025,"Elegant Rattan Wardrobe - Rattan Red design, sourced from Global Furnish."
DSK-L-WHT-0002,Elegant Leather Desk,Desk,Leather,White,D4-R1,336,EverWood,05/10/2025,"Elegant Leather Desk - Leather White design, sourced from EverWood."
CHR-L-BLK-0001,Minimal Black Leather Chair,Chair,Leather,Black,B2-R4,192,EverWood,22/03/2025,"Minimal Black Leather Chair - Leather Black design, sourced from EverWood."
DSK-F-BRN-0001,Deluxe Fabric Desk,Desk,Fabric,Brown,C1-R2,397,FurniWorld,14/10/2025,"Deluxe Fabric Desk - Fabric Brown design, sourced from FurniWorld."
CHR-F-NAT-0001,Classic Natural Fabric Chair,Chair,Fabric,Natural,A3-R3,139,ComfortLine,06/12/2024,"Classic Natural Fabric Chair - Fabric Natural design, sourced from ComfortLine."
BSF-C-NAT-0001,Cozy Composite Bookshelf,Bookshelf,Composite,Natural,C4-R2,139,Classic Interiors,20/02/2025,"Cozy Composite Bookshelf - Composite Natural design, sourced from Classic Interiors."
TAB-G-BLU-0001,Modern Glass Table,Table,Glass,Blue,B5-R1,347,ComfortLine,13/02/2025,"Modern Glass Table - Glass Blue design, sourced from ComfortLine."
WRD-R-RED-0002,Compact Rattan Wardrobe,Wardrobe,Rattan,Red,C3-R3,306,Homedecor Co.,06/11/2025,"Compact Rattan Wardrobe - Rattan Red design, sourced from Homedecor Co.."
BED-R-GRY-0002,Elegant Grey Rattan Bed,Bed,Rattan,Grey,B4-R1,148,Nova Supplies,09/09/2025,"Elegant Grey Rattan Bed - Rattan Grey design, sourced from Nova Supplies."
SOF-C-BLU-0002,Elegant Blue Composite Sofa,Sofa,Composite,Blue,A5-R1,194,Classic Interiors,26/02/2025,"Elegant Blue Composite Sofa - Composite Blue design, sourced from Classic Interiors."
STL-G-BLK-0002,Stylish Black Glass Stool,Stool,Glass,Black,A2-R2,223,Homedecor Co.,19/03/2025,"Stylish Black Glass Stool - Glass Black design, sourced from Homedecor Co.."
TAB-G-NAT-0001,Stylish Glass Table,Table,Glass,Natural,D4-R2,207,EverWood,14/06/2025,"Stylish Glass Table - Glass Natural design, sourced from EverWood."
TAB-P-RED-0001,Premium Plastic Table,Table,Plastic,Red,B1-R2,410,ComfortLine,21/11/2024,"Premium Plastic Table - Plastic Red design, sourced from ComfortLine."
DSK-W-BLU-0002,Modern Wood Desk,Desk,Wood,Blue,B3-R4,223,EverWood,14/02/2025,"Modern Wood Desk - Wood Blue design, sourced from EverWood."
TAB-P-OAK-0001,Premium Plastic Table,Table,Plastic,Oak,B3-R1,170,Urban Living,01/10/2025,"Premium Plastic Table - Plastic Oak design, sourced from Urban Living."
STL-W-BGE-0001,Minimal Beige Wood Stool,Stool,Wood,Beige,B2-R1,463,Nova Supplies,14/05/2025,"Minimal Beige Wood Stool - Wood Beige design, sourced from Nova Supplies."
CNS-F-GRY-0002,Modern Fabric Console,Console,Fabric,Grey,A5-R3,131,Classic Interiors,13/08/2025,"Modern Fabric Console - Fabric Grey design, sourced from Classic Interiors."
BNH-F-BLK-0001,Elegant Black Fabric Bench,Bench,Fabric,Black,D1-R4,237,ComfortLine,26/11/2024,"Elegant Black Fabric Bench - Fabric Black design, sourced from ComfortLine."
BNH-G-BRN-0001,Elegant Brown Glass Bench,Bench,Glass,Brown,C5-R1,34,ComfortLine,28/03/2025,"Elegant Brown Glass Bench - Glass Brown design, sourced from ComfortLine."
WRD-R-OAK-0001,Vintage Rattan Wardrobe,Wardrobe,Rattan,Oak,A2-R4,180,FurniWorld,04/06/2025,"Vintage Rattan Wardrobe - Rattan Oak design, sourced from FurniWorld."
DRS-C-RED-0002,Classic Composite Dresser,Dresser,Composite,Red,C2-R4,425,Global Furnish,01/10/2025,"Classic Composite Dresser - Composite Red design, sourced from Global Furnish."
WRD-W-NAT-0002,Vintage Wood Wardrobe,Wardrobe,Wood,Natural,D2-R1,196,ComfortLine,16/01/2025,"Vintage Wood Wardrobe - Wood Natural design, sourced from ComfortLine."
STL-L-GRN-0001,Vintage Green Leather Stool,Stool,Leather,Green,B2-R1,164,ComfortLine,26/02/2025,"Vintage Green Leather Stool - Leather Green design, sourced from ComfortLine."
CHR-L-GRN-0001,Modern Green Leather Chair,Chair,Leather,Green,C1-R4,365,FurniWorld,24/02/2025,"Modern Green Leather Chair - Leather Green design, sourced from FurniWorld."
WRD-F-RED-0001,Compact Fabric Wardrobe,Wardrobe,Fabric,Red,C5-R1,224,Urban Living,07/05/2025,"Compact Fabric Wardrobe - Fabric Red design, sourced from Urban Living."
DSK-R-BLU-0001,Stylish Rattan Desk,Desk,Rattan,Blue,C1-R4,347,Homedecor Co.,21/12/2024,"Stylish Rattan Desk - Rattan Blue design, sourced from Homedecor Co.."
WRD-G-BLK-0001,Premium Glass Wardrobe,Wardrobe,Glass,Black,A4-R1,285,EverWood,17/06/2025,"Premium Glass Wardrobe - Glass Black design, sourced from EverWood."
CAB-F-BRN-0001,Modern Fabric Cabinet,Cabinet,Fabric,Brown,D4-R3,339,Urban Living,14/05/2025,"Modern Fabric Cabinet - Fabric Brown design, sourced from Urban Living."
CAB-P-WHT-0001,Vintage Plastic Cabinet,Cabinet,Plastic,White,A3-R3,158,EverWood,15/12/2024,"Vintage Plastic Cabinet - Plastic White design, sourced from EverWood."
DSK-F-BGE-0001,Modern Fabric Desk,Desk,Fabric,Beige,C4-R3,260,Nova Supplies,31/10/2025,"Modern Fabric Desk - Fabric Beige design, sourced from Nova Supplies."
DSK-R-WHT-0002,Compact Rattan Desk,Desk,Rattan,White,C1-R4,485,ComfortLine,03/08/2025,"Compact Rattan Desk - Rattan White design, sourced from ComfortLine."
BED-F-WHT-0001,Modern White Fabric Bed,Bed,Fabric,White,B5-R2,432,FurniWorld,23/02/2025,"Modern White Fabric Bed - Fabric White design, sourced from FurniWorld."
STL-L-BRN-0001,Vintage Brown Leather Stool,Stool,Leather,Brown,A5-R1,305,EverWood,23/08/2025,"Vintage Brown Leather Stool - Leather Brown design, sourced from EverWood."
CHR-F-NAT-0002,Elegant Natural Fabric Chair,Chair,Fabric,Natural,C5-R1,22,EverWood,07/05/2025,"Elegant Natural Fabric Chair - Fabric Natural design, sourced from EverWood."
WRD-M-GRN-0001,Vintage Metal Wardrobe,Wardrobe,Metal,Green,B5-R1,385,ComfortLine,13/07/2025,"Vintage Metal Wardrobe - Metal Green design, sourced from ComfortLine."
STL-M-OAK-0001,Cozy Oak Metal Stool,Stool,Metal,Oak,B2-R1,188,ComfortLine,18/03/2025,"Cozy Oak Metal Stool - Metal Oak design, sourced from ComfortLine."
CAB-P-BGE-0001,Minimal Plastic Cabinet,Cabinet,Plastic,Beige,C4-R2,494,Urban Living,30/07/2025,"Minimal Plastic Cabinet - Plastic Beige design, sourced from Urban Living."
BNH-F-OAK-0001,Classic Oak Fabric Bench,Bench,Fabric,Oak,D1-R2,447,Nova Supplies,30/01/2025,"Classic Oak Fabric Bench - Fabric Oak design, sourced from Nova Supplies."
TAB-W-OAK-0001,Modern Wood Table,Table,Wood,Oak,B1-R1,139,ComfortLine,20/02/2025,"Modern Wood Table - Wood Oak design, sourced from ComfortLine."
CHR-P-BLK-0001,Compact Black Plastic Chair,Chair,Plastic,Black,C5-R2,452,Nova Supplies,27/10/2025,"Compact Black Plastic Chair - Plastic Black design, sourced from Nova Supplies."
BSF-L-BLU-0001,Minimal Leather Bookshelf,Bookshelf,Leather,Blue,C2-R4,120,EverWood,29/09/2025,"Minimal Leather Bookshelf - Leather Blue design, sourced from EverWood."
DSK-M-RED-0001,Premium Metal Desk,Desk,Metal,Red,A4-R1,429,Nova Supplies,27/08/2025,"Premium Metal Desk - Metal Red design, sourced from Nova Supplies."
CHR-L-OAK-0002,Cozy Oak Leather Chair,Chair,Leather,Oak,A5-R2,388,ComfortLine,25/03/2025,"Cozy Oak Leather Chair - Leather Oak design, sourced from ComfortLine."
BNH-L-BLK-0001,Classic Black Leather Bench,Bench,Leather,Black,B4-R1,110,Urban Living,02/02/2025,"Classic Black Leather Bench - Leather Black design, sourced from Urban Living."
CNS-P-BLK-0001,Deluxe Plastic Console,Console,Plastic,Black,B3-R3,154,FurniWorld,16/10/2025,"Deluxe Plastic Console - Plastic Black design, sourced from FurniWorld."
BED-P-NAT-0002,Cozy Natural Plastic Bed,Bed,Plastic,Natural,A3-R1,56,ComfortLine,08/01/2025,"Cozy Natural Plastic Bed - Plastic Natural design, sourced from ComfortLine."
STL-L-BGE-0001,Vintage Beige Leather Stool,Stool,Leather,Beige,B3-R3,367,Urban Living,13/06/2025,"Vintage Beige Leather Stool - Leather Beige design, sourced from Urban Living."
BSF-L-NAT-0001,Premium Leather Bookshelf,Bookshelf,Leather,Natural,B3-R3,292,EverWood,06/08/2025,"Premium Leather Bookshelf - Leather Natural design, sourced from EverWood."
WRD-W-BGE-0001,Premium Wood Wardrobe,Wardrobe,Wood,Beige,A3-R1,488,Homedecor Co.,24/04/2025,"Premium Wood Wardrobe - Wood Beige design, sourced from Homedecor Co.."
DRS-L-BLU-0001,Premium Leather Dresser,Dresser,Leather,Blue,B4-R1,382,Homedecor Co.,11/05/2025,"Premium Leather Dresser - Leather Blue design, sourced from Homedecor Co.."
TAB-G-GRY-0001,Modern Glass Table,Table,Glass,Grey,D4-R3,376,Nova Supplies,02/09/2025,"Modern Glass Table - Glass Grey design, sourced from Nova Supplies."
SOF-G-BGE-0001,Premium Beige Glass Sofa,Sofa,Glass,Beige,B1-R3,425,ComfortLine,18/11/2024,"Premium Beige Glass Sofa - Glass Beige design, sourced from ComfortLine."
DRS-F-WHT-0001,Modern Fabric Dresser,Dresser,Fabric,White,C5-R3,18,Global Furnish,29/07/2025,"Modern Fabric Dresser - Fabric White design, sourced from Global Furnish."
SOF-M-RED-0001,Premium Red Metal Sofa,Sofa,Metal,Red,B5-R4,263,EverWood,04/02/2025,"Premium Red Metal Sofa - Metal Red design, sourced from EverWood."
DRS-R-RED-0001,Compact Rattan Dresser,Dresser,Rattan,Red,B5-R1,182,Homedecor Co.,09/12/2024,"Compact Rattan Dresser - Rattan Red design, sourced from Homedecor Co.."
DSK-R-BLK-0001,Premium Rattan Desk,Desk,Rattan,Black,C4-R4,455,EverWood,29/03/2025,"Premium Rattan Desk - Rattan Black design, sourced from EverWood."
BSF-G-WHT-0001,Cozy Glass Bookshelf,Bookshelf,Glass,White,D1-R4,188,Global Furnish,28/09/2025,"Cozy Glass Bookshelf - Glass White design, sourced from Global Furnish."
CNS-P-BLK-0002,Stylish Plastic Console,Console,Plastic,Black,D5-R2,421,Urban Living,03/02/2025,"Stylish Plastic Console - Plastic Black design, sourced from Urban Living."
CAB-G-BLK-0002,Modern Glass Cabinet,Cabinet,Glass,Black,C1-R2,338,Global Furnish,06/06/2025,"Modern Glass Cabinet - Glass Black design, sourced from Global Furnish."
DRS-P-WHT-0001,Cozy Plastic Dresser,Dresser,Plastic,White,C2-R1,228,Homedecor Co.,13/05/2025,"Cozy Plastic Dresser - Plastic White design, sourced from Homedecor Co.."
BNH-P-OAK-0003,Classic Oak Plastic Bench,Bench,Plastic,Oak,A3-R2,343,EverWood,07/05/2025,"Classic Oak Plastic Bench - Plastic Oak design, sourced from EverWood."
STL-F-RED-0001,Elegant Red Fabric Stool,Stool,Fabric,Red,D5-R2,347,ComfortLine,23/10/2025,"Elegant Red Fabric Stool - Fabric Red design, sourced from ComfortLine."
CHR-W-GRY-0001,Premium Grey Wood Chair,Chair,Wood,Grey,C2-R3,196,Homedecor Co.,04/01/2025,"Premium Grey Wood Chair - Wood Grey design, sourced from Homedecor Co.."
CHR-C-BRN-0001,Premium Brown Composite Chair,Chair,Composite,Brown,C5-R1,390,FurniWorld,20/01/2025,"Premium Brown Composite Chair - Composite Brown design, sourced from FurniWorld."
CHR-G-BLU-0002,Premium Blue Glass Chair,Chair,Glass,Blue,B4-R4,127,FurniWorld,27/10/2025,"Premium Blue Glass Chair - Glass Blue design, sourced from FurniWorld."
CNS-F-GRN-0001,Minimal Fabric Console,Console,Fabric,Green,C3-R2,467,FurniWorld,28/06/2025,"Minimal Fabric Console - Fabric Green design, sourced from FurniWorld."
CAB-C-GRY-0001,Vintage Composite Cabinet,Cabinet,Composite,Grey,B5-R1,355,ComfortLine,30/07/2025,"Vintage Composite Cabinet - Composite Grey design, sourced from ComfortLine."
TAB-F-BLK-0001,Cozy Fabric Table,Table,Fabric,Black,B1-R3,460,ComfortLine,26/09/2025,"Cozy Fabric Table - Fabric Black design, sourced from ComfortLine."
WRD-G-BRN-0001,Modern Glass Wardrobe,Wardrobe,Glass,Brown,D3-R3,277,Global Furnish,09/06/2025,"Modern Glass Wardrobe - Glass Brown design, sourced from Global Furnish."
CHR-F-BRN-0001,Minimal Brown Fabric Chair,Chair,Fabric,Brown,B3-R1,62,Classic Interiors,30/08/2025,"Minimal Brown Fabric Chair - Fabric Brown design, sourced from Classic Interiors."
BED-C-RED-0001,Premium Red Composite Bed,Bed,Composite,Red,D3-R3,293,Nova Supplies,15/03/2025,"Premium Red Composite Bed - Composite Red design, sourced from Nova Supplies."
STL-F-NAT-0001,Modern Natural Fabric Stool,Stool,Fabric,Natural,A3-R1,158,EverWood,09/03/2025,"Modern Natural Fabric Stool - Fabric Natural design, sourced from EverWood."
STL-P-BLU-0001,Vintage Blue Plastic Stool,Stool,Plastic,Blue,A3-R2,64,Nova Supplies,16/12/2024,"Vintage Blue Plastic Stool - Plastic Blue design, sourced from Nova Supplies."
TAB-C-GRN-0001,Minimal Composite Table,Table,Composite,Green,C2-R1,65,Urban Living,04/09/2025,"Minimal Composite Table - Composite Green design, sourced from Urban Living."
BSF-L-BLK-0001,Minimal Leather Bookshelf,Bookshelf,Leather,Black,A5-R4,155,Urban Living,19/08/2025,"Minimal Leather Bookshelf - Leather Black design, sourced from Urban Living."
DSK-M-BRN-0001,Minimal Metal Desk,Desk,Metal,Brown,B5-R1,433,FurniWorld,04/07/2025,"Minimal Metal Desk - Metal Brown design, sourced from FurniWorld."
BED-R-WHT-0001,Deluxe White Rattan Bed,Bed,Rattan,White,D5-R3,273,FurniWorld,25/02/2025,"Deluxe White Rattan Bed - Rattan White design, sourced from FurniWorld."
WRD-F-NAT-0001,Vintage Fabric Wardrobe,Wardrobe,Fabric,Natural,A5-R4,87,Nova Supplies,25/01/2025,"Vintage Fabric Wardrobe - Fabric Natural design, sourced from Nova Supplies."
SOF-L-BLK-0001,Classic Black Leather Sofa,Sofa,Leather,Black,D4-R2,135,Classic Interiors,21/01/2025,"Classic Black Leather Sofa - Leather Black design, sourced from Classic Interiors."
BSF-L-GRN-0001,Minimal Leather Bookshelf,Bookshelf,Leather,Green,B5-R2,328,Global Furnish,07/03/2025,"Minimal Leather Bookshelf - Leather Green design, sourced from Global Furnish."
BED-P-OAK-0001,Cozy Oak Plastic Bed,Bed,Plastic,Oak,A3-R2,352,Homedecor Co.,21/08/2025,"Cozy Oak Plastic Bed - Plastic Oak design, sourced from Homedecor Co.."
DRS-P-GRN-0001,Cozy Plastic Dresser,Dresser,Plastic,Green,B2-R3,174,Urban Living,02/06/2025,"Cozy Plastic Dresser - Plastic Green design, sourced from Urban Living."
CNS-G-BRN-0002,Stylish Glass Console,Console,Glass,Brown,A5-R1,389,Nova Supplies,19/02/2025,"Stylish Glass Console - Glass Brown design, sourced from Nova Supplies."
STL-W-BRN-0001,Compact Brown Wood Stool,Stool,Wood,Brown,C5-R4,62,Global Furnish,24/03/2025,"Compact Brown Wood Stool - Wood Brown design, sourced from Global Furnish."
BED-F-BLK-0001,Classic Black Fabric Bed,Bed,Fabric,Black,B5-R2,484,EverWood,29/12/2024,"Classic Black Fabric Bed - Fabric Black design, sourced from EverWood."
